"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","lng","lat"
"408091","occ","","","28366","Camptosaurus medius","species","54251","subjective synonym of","Camptosaurus dispar","species","52979","Late Kimmeridgian","Early Tithonian","155.7","145","10606","-105.224701","38.539501"
"408404","occ","","","39253","Stegosaurus n. sp. affinis","species","56512","nomen nudum","Stegosaurus","genus","38814","Kimmeridgian","Tithonian","157.3","145","10618","-105.963402","41.907700"
"408741","occ","15575","","39340","Dryosaurus sp.","genus","38731","","Dryosaurus","genus","38731","Kimmeridgian","Tithonian","157.3","145","15179","-106.021599","41.893101"
"408751","occ","","","39342","Stegosaurus sp.","genus","38814","","Stegosaurus","genus","38814","Kimmeridgian","Tithonian","157.3","145","10618","-105.982803","41.907700"
"408756","occ","","","39344","Laosaurus n. sp. altus","species","52882","recombined as","Dryosaurus altus","species","52882","Kimmeridgian","Tithonian","157.3","145","7803","-106.078903","41.878601"
"408759","occ","","","39346","Laosaurus n. sp. consors","species","54254","subjective synonym of","Nanosaurus agilis","species","52951","Kimmeridgian","Tithonian","157.3","145","9097","-106.099098","41.878601"
"408764","occ","","","39347","Stegosaurus sp.","genus","38814","","Stegosaurus","genus","38814","Kimmeridgian","Tithonian","157.3","145","10618","-106.021599","41.893101"
"408775","occ","","","12816","Laosaurus consors ?","species","54254","subjective synonym of","Nanosaurus agilis","species","52951","Kimmeridgian","Tithonian","157.3","145","10667","-106.002220","41.893055"
"408777","occ","","","12816","Laosaurus gracilis","species","52973","subjective synonym of","Nanosaurus agilis","species","52951","Kimmeridgian","Tithonian","157.3","145","13451","-106.002220","41.893055"
"408779","occ","","","12816","Camptonotus sp.","genus","52980","replaced by","Camptosaurus","genus","38748","Kimmeridgian","Tithonian","157.3","145","10618","-106.002220","41.893055"
"408780","occ","19501","","12816","Stegosauridae indet.","family","38803","","Stegosauridae","family","38803","Kimmeridgian","Tithonian","157.3","145","24821","-106.002220","41.893055"
"408840","occ","13360","","39369","Stegosaurus n. sp. duplex","species","56495","","Stegosaurus duplex","species","56495","Kimmeridgian","Tithonian","157.3","145","10619","-106.002197","41.893101"
"408856","occ","","","39370","Stegosaurus n. sp. ungulatus","species","52985","","Stegosaurus ungulatus","species","52985","Kimmeridgian","Tithonian","157.3","145","7814","-106.107300","41.882500"
"408884","occ","","","39372","Stegosaurus sp.","genus","38814","","Stegosaurus","genus","38814","Kimmeridgian","Tithonian","157.3","145","10618","-105.963402","41.907700"
"409319","occ","34173","","11611","n. gen. Mymoorapelta n. sp. maysi","species","57683","","Mymoorapelta maysi","species","57683","Kimmeridgian","Tithonian","157.3","145","10656","-108.995796","39.238300"
"409425","occ","","","39431","Stegosauridae indet.","family","38803","","Stegosauridae","family","38803","Kimmeridgian","Tithonian","157.3","145","10663","-106.000000","41.893055"
"409426","occ","","","39431","Fabrosauridae indet.","family","38714","","Fabrosauridae","family","38714","Kimmeridgian","Tithonian","157.3","145","10663","-106.000000","41.893055"
"410874","occ","18579","","39680","Psittacosaurus sibiricus","species","89029","","Psittacosaurus sibiricus","species","89029","Aptian","","125","113","19092","87.957779","55.903332"
"454412","occ","36187","IF","44848","Hadrosauropodus sp.","genus","81012","","Hadrosauropodus","genus","81012","Late Campanian","Early Maastrichtian","83.5","66","70804","-157.841995","56.814999"
"457538","occ","13253","","45087","Kritosaurus n. sp. australis","species","66683","subjective synonym of","Secernosaurus koerneri","species","64065","Late Campanian","Early Maastrichtian","83.5","66","13926","-66.333336","-42.133331"
"457542","occ","","","45088","Kritosaurus australis","species","66683","subjective synonym of","Secernosaurus koerneri","species","64065","Late Campanian","Early Maastrichtian","83.5","66","11732","-66.333336","-42.133331"
"457792","occ","","","45094","Iguanodontidae indet.","family","38744","","Iguanodontidae","family","38744","Aptian","Albian","125","100.5","11747","105.563057","16.660833"
"457804","occ","","","45098","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Maastrichtian","","72.1","66","11749","-103.961700","45.948799"
"457805","occ","","","45098","Thescelosaurus neglectus","species","52897","","Thescelosaurus neglectus","species","52897","Maastrichtian","","72.1","66","11749","-103.961700","45.948799"
"457810","occ","","","45099","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.961700","45.948799"
"457811","occ","","","45099","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Maastrichtian","","72.1","66","11749","-103.961700","45.948799"
"457812","occ","","","45099","Thescelosaurus neglectus","species","52897","","Thescelosaurus neglectus","species","52897","Maastrichtian","","72.1","66","11749","-103.961700","45.948799"
"457833","occ","","","45100","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.961700","45.948799"
"457834","occ","","","45101","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.961700","45.948799"
"457835","occ","","","14610","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Lancian","","70.6","66","11749","-103.300003","46.099998"
"457836","occ","","","14610","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Lancian","","70.6","66","11749","-103.300003","46.099998"
"457837","occ","","","14610","Thescelosaurus neglectus","species","52897","","Thescelosaurus neglectus","species","52897","Lancian","","70.6","66","11749","-103.300003","46.099998"
"457858","occ","","","45102","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.753899","45.977699"
"457859","occ","","","45102","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Maastrichtian","","72.1","66","11749","-103.753899","45.977699"
"457860","occ","","","45102","Thescelosaurus neglectus","species","52897","","Thescelosaurus neglectus","species","52897","Maastrichtian","","72.1","66","11749","-103.753899","45.977699"
"457866","occ","","","45103","Torosaurus latus","species","63773","","Torosaurus latus","species","63773","Maastrichtian","","72.1","66","11749","-103.753899","46.006599"
"457867","occ","","","45104","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.766899","46.026402"
"457868","occ","","","45105","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.766899","46.026402"
"457869","occ","","","45106","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.766899","46.026402"
"457870","occ","","","45107","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.766899","46.026402"
"457871","occ","","","45108","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Maastrichtian","","72.1","66","11749","-103.766899","46.026402"
"457879","occ","","","45109","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.766899","46.026402"
"457880","occ","","","45109","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Maastrichtian","","72.1","66","11749","-103.766899","46.026402"
"457890","occ","","","45110","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.766899","46.026402"
"457891","occ","","","45110","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Maastrichtian","","72.1","66","11749","-103.766899","46.026402"
"457900","occ","","","45111","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.766899","46.026402"
"457901","occ","","","45111","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Maastrichtian","","72.1","66","11749","-103.766899","46.026402"
"457911","occ","","","45112","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.766899","46.026402"
"457912","occ","","","45112","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Maastrichtian","","72.1","66","11749","-103.766899","46.026402"
"457920","occ","","","45113","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.766899","46.026402"
"457926","occ","","","45114","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.766899","46.026402"
"457929","occ","","","45115","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.766899","46.026402"
"457930","occ","","","45116","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.766899","46.026402"
"457936","occ","","","45117","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.766899","46.026402"
"457943","occ","","","45118","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.766899","46.026402"
"457944","occ","","","45118","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Maastrichtian","","72.1","66","11749","-103.766899","46.026402"
"457957","occ","","","45120","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.766899","46.026402"
"457959","occ","","","45121","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.809700","46.149399"
"457964","occ","","","45122","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.836998","46.180302"
"457965","occ","","","45122","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Maastrichtian","","72.1","66","11749","-103.836998","46.180302"
"457968","occ","32409","","45123","Triceratops horridus","species","63759","","Triceratops horridus","species","63766","Late Maastrichtian","","70.6","66","11749","-103.981499","46.305000"
"457973","occ","","","45124","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.795403","46.136902"
"457974","occ","","","45125","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.795403","46.136902"
"457976","occ","","","45127","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.795403","46.136902"
"457983","occ","","","45128","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.939697","46.406399"
"457984","occ","","","45128","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Maastrichtian","","72.1","66","11749","-103.939697","46.406399"
"457985","occ","","","45128","Thescelosaurus neglectus","species","52897","","Thescelosaurus neglectus","species","52897","Maastrichtian","","72.1","66","11749","-103.939697","46.406399"
"457989","occ","","","45129","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.939697","46.420898"
"457995","occ","","","45130","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.964401","46.381901"
"457996","occ","","","45130","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Maastrichtian","","72.1","66","11749","-103.964401","46.381901"
"458065","occ","","","45131","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.774597","46.209202"
"458066","occ","","","45132","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.774597","46.209202"
"458077","occ","","","45133","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.774597","46.209202"
"458082","occ","","","45134","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.774597","46.209202"
"458083","occ","","","45134","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Maastrichtian","","72.1","66","11749","-103.774597","46.209202"
"458088","occ","","","45135","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.774597","46.209202"
"458107","occ","","","45136","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.964401","46.381901"
"458108","occ","","","45136","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Maastrichtian","","72.1","66","11749","-103.964401","46.381901"
"458112","occ","","","45136","Thescelosaurus neglectus","species","52897","","Thescelosaurus neglectus","species","52897","Maastrichtian","","72.1","66","11749","-103.964401","46.381901"
"458203","occ","","","45137","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-104.023300","46.449799"
"458204","occ","","","45137","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Maastrichtian","","72.1","66","11749","-104.023300","46.449799"
"458208","occ","","","45139","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.023300","46.449799"
"458209","occ","","","45140","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-104.002403","46.449799"
"458214","occ","","","45142","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-104.023300","46.464298"
"458227","occ","","","45143","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-104.023300","46.464298"
"458228","occ","","","45143","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Maastrichtian","","72.1","66","11749","-104.023300","46.464298"
"458255","occ","","","45144","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.897903","46.334000"
"458256","occ","","","45144","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Maastrichtian","","72.1","66","11749","-103.897903","46.334000"
"458260","occ","","","45144","Thescelosaurus neglectus","species","52897","","Thescelosaurus neglectus","species","52897","Maastrichtian","","72.1","66","11749","-103.897903","46.334000"
"458285","occ","","","45145","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.897903","46.334000"
"458286","occ","","","45145","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Maastrichtian","","72.1","66","11749","-103.897903","46.334000"
"458291","occ","","","45146","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Maastrichtian","","72.1","66","11749","-103.897903","46.334000"
"458296","occ","","","45147","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.897903","46.334000"
"458297","occ","","","45147","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Maastrichtian","","72.1","66","11749","-103.897903","46.334000"
"458319","occ","33460","","45148","Iguanodon bernissartensis","species","58905","","Iguanodon bernissartensis","species","58905","Early Aptian","","125.45","122.46","43399","-0.111111","40.611942"
"458321","occ","33463","","45149","Iguanodon bernissartensis","species","58905","","Iguanodon bernissartensis","species","58905","Early Aptian","","125.45","122.46","11753","-0.118611","40.604721"
"458322","occ","33461","","45150","Iguanodon bernissartensis","species","58905","","Iguanodon bernissartensis","species","58905","Early Aptian","","125.45","122.46","11753","-0.143333","40.591667"
"458324","occ","","","45151","Nodosauridae ? indet.","family","38817","","Nodosauridae","family","38817","Early Aptian","","125.45","122.46","43399","-0.115833","40.641666"
"458325","occ","33457","","45151","Iguanodon bernissartensis","species","58905","","Iguanodon bernissartensis","species","58905","Early Aptian","","125.45","122.46","43399","-0.115833","40.641666"
"458326","occ","33462","","45152","Iguanodon bernissartensis","species","58905","","Iguanodon bernissartensis","species","58905","Early Aptian","","125.45","122.46","11753","-0.055833","40.619446"
"458362","occ","","","45167","Psittacosaurus n. sp. mazongshanensis","species","58884","nomen dubium","Psittacosaurus","genus","38844","Early Albian","","112.03","109","11759","97.966667","41.466667"
"458365","occ","","","45166","Probactrosaurus n. sp. mazongshanensis","species","58883","recombined as","Gongpoquansaurus mazongshanensis","species","58883","Early Albian","Middle Albian","112.03","105.3","11758","97.583336","41.575001"
"458366","occ","","","45166","Psittacosaurus n. sp. mazongshanensis","species","58884","nomen dubium","Psittacosaurus","genus","38844","Early Albian","Middle Albian","112.03","105.3","11759","97.583336","41.575001"
"458367","occ","","","45166","n. gen. Archaeoceratops n. sp. oshimai","species","55576","","Archaeoceratops oshimai","species","55576","Early Albian","Middle Albian","112.03","105.3","9501","97.583336","41.575001"
"458371","occ","","","45169","n. gen. Archaeoceratops n. sp. oshimai","species","55576","","Archaeoceratops oshimai","species","55576","Early Albian","","112.03","109","11761","97.616669","41.724998"
"459069","occ","","","45193","Iguanodon sp.","genus","38749","","Iguanodon","genus","38749","Early Barremian","","130","125.45","55264","-0.350000","51.133331"
"459319","occ","","","45238","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","5929","-111.494652","50.736988"
"459320","occ","","","45238","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Late Campanian","","83.5","70.6","5929","-111.494652","50.736988"
"459345","occ","","","45240","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Middle Campanian","","83.5","70.6","5929","-111.511536","50.752384"
"459346","occ","","","45240","Thescelosaurus cf. neglectus","species","52897","","Thescelosaurus neglectus","species","52897","Middle Campanian","","83.5","70.6","5929","-111.511536","50.752384"
"459504","occ","","","45260","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","5929","-111.480057","50.737049"
"459505","occ","","","45260","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Late Campanian","","83.5","70.6","5929","-111.480057","50.737049"
"459529","occ","","","45261","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","5929","-111.458488","50.749004"
"459530","occ","","","45261","Thescelosaurus cf. neglectus","species","52897","","Thescelosaurus neglectus","species","52897","Late Campanian","","83.5","70.6","5929","-111.458488","50.749004"
"459531","occ","","","45261","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Late Campanian","","83.5","70.6","5929","-111.458488","50.749004"
"459556","occ","","","45262","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","5929","-111.510078","50.748341"
"459557","occ","","","45262","Thescelosaurus cf. neglectus","species","52897","","Thescelosaurus neglectus","species","52897","Late Campanian","","83.5","70.6","5929","-111.510078","50.748341"
"459585","occ","","","45264","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","5929","-111.502129","50.747658"
"459586","occ","","","45264","Thescelosaurus cf. neglectus","species","52897","","Thescelosaurus neglectus","species","52897","Late Campanian","","83.5","70.6","5929","-111.502129","50.747658"
"459587","occ","","","45264","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Late Campanian","","83.5","70.6","5929","-111.502129","50.747658"
"459840","occ","","","45297","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-104.002403","46.464298"
"459841","occ","","","45298","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Maastrichtian","","72.1","66","11749","-104.002403","46.464298"
"459861","occ","","","45299","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-104.002403","46.464298"
"459863","occ","","","45299","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Maastrichtian","","72.1","66","11749","-104.002403","46.464298"
"459935","occ","","","45308","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-104.002403","46.464298"
"459961","occ","","","45309","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-104.002403","46.464298"
"459962","occ","","","45309","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Maastrichtian","","72.1","66","11749","-104.002403","46.464298"
"459963","occ","","","45311","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-104.002403","46.464298"
"459974","occ","","","45312","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-104.002403","46.464298"
"459987","occ","","","45313","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-104.002403","46.464298"
"459988","occ","","","45313","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Maastrichtian","","72.1","66","11749","-104.002403","46.464298"
"459990","occ","","","45314","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-104.002403","46.464298"
"459992","occ","","","45316","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Maastrichtian","","72.1","66","11749","-103.897903","46.362900"
"459993","occ","","","45318","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Maastrichtian","","72.1","66","11749","-103.897903","46.362900"
"459994","occ","","","45319","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Maastrichtian","","72.1","66","11749","-103.897903","46.362900"
"459995","occ","","","45320","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.897903","46.362900"
"460028","occ","","","45330","n. gen. Echinodon n. sp. becklesii","species","58901","","Echinodon becklesii","species","58901","Middle Berriasian","","145","140.2","14066","-1.966670","50.599998"
"460441","occ","","","45381","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.897903","46.362900"
"460456","occ","","","45382","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.897903","46.362900"
"460458","occ","","","45383","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.897903","46.362900"
"460459","occ","","","45384","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.897903","46.362900"
"460460","occ","","","45385","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.897903","46.362900"
"460461","occ","","","45386","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Maastrichtian","","72.1","66","11749","-103.897903","46.362900"
"460464","occ","","","45387","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Maastrichtian","","72.1","66","11749","-103.897903","46.362900"
"460498","occ","","","45390","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","11749","-103.946098","45.939030"
"460500","occ","","","45390","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Maastrichtian","","72.1","66","11749","-103.946098","45.939030"
"460505","occ","","","45390","Thescelosaurus neglectus","species","52897","","Thescelosaurus neglectus","species","52897","Maastrichtian","","72.1","66","11749","-103.946098","45.939030"
"460515","occ","","","45392","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Maastrichtian","","72.1","66","11749","-103.946098","45.939030"
"460522","occ","","","45396","Nodosauridae indet.","family","38817","","Nodosauridae","family","38817","Late Campanian","","83.5","70.6","11815","-111.500000","50.783329"
"460634","occ","","","45408","cf. Shantungosaurus sp.","genus","38776","","Shantungosaurus","genus","38776","Cenomanian","Campanian","100.5","72.1","11821","114.043900","40.189999"
"460635","occ","","","45408","Nodosauridae indet.","family","38817","","Nodosauridae","family","38817","Cenomanian","Campanian","100.5","72.1","11821","114.043900","40.189999"
"460636","occ","17751","","45408","n. gen. Tianzhenosaurus n. sp. youngi","species","66504","subjective synonym of","Saichania chulsanensis","species","52910","Cenomanian","Campanian","100.5","72.1","13827","114.043900","40.189999"
"460641","occ","11839","","45413","n. gen. Equijubus n. sp. normani","species","58927","","Equijubus normani","species","58927","Early Albian","Middle Albian","112.03","105.3","11829","97.583336","41.583332"
"460747","occ","27233","","45435","n. gen. Blasisaurus n. sp. canudoi","species","243258","","Blasisaurus canudoi","species","243258","Late Maastrichtian","","70.6","66","42493","0.733330","42.266670"
"460749","occ","","","45436","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Maastrichtian","","70.6","66","11838","0.733330","42.266670"
"460751","occ","","","45437","Euhadrosauria indet.","unranked clade","68197","","Euhadrosauria","unranked clade","68197","Late Maastrichtian","","70.6","66","11838","0.733330","42.266670"
"460772","occ","22650","","45438","n. gen. Arenysaurus n. sp. ardevoli","species","161196","","Arenysaurus ardevoli","species","161196","Late Maastrichtian","","70.6","66","31506","0.733330","42.266670"
"460781","occ","38681","","45439","Lambeosaurinae indet.","subfamily","53394","","Lambeosaurinae","subfamily","53394","Late Maastrichtian","","70.6","66","77787","0.733330","42.266670"
"460786","occ","20958","","45440","Euhadrosauria indet.","unranked clade","68197","","Euhadrosauria","unranked clade","68197","Late Maastrichtian","","70.6","66","28219","0.733330","42.266670"
"461727","occ","","","45560","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Middle Campanian","","83.5","70.6","11964","-111.138977","50.068684"
"461728","occ","","","45560","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Middle Campanian","","83.5","70.6","11964","-111.138977","50.068684"
"461729","occ","","","45560","Nodosauridae indet.","family","38817","","Nodosauridae","family","38817","Middle Campanian","","83.5","70.6","11964","-111.138977","50.068684"
"461730","occ","","","45560","Pachycephalosauridae indet.","family","38783","","Pachycephalosauridae","family","38783","Middle Campanian","","83.5","70.6","11964","-111.138977","50.068684"
"461773","occ","","","45561","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Middle Campanian","","83.5","70.6","11964","-110.872475","49.127655"
"461774","occ","","","45561","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Middle Campanian","","83.5","70.6","11964","-110.872475","49.127655"
"461775","occ","","","45561","Nodosauridae indet.","family","38817","","Nodosauridae","family","38817","Middle Campanian","","83.5","70.6","11964","-110.872475","49.127655"
"461776","occ","","","45561","Ankylosauridae indet.","family","38831","","Ankylosauridae","family","38831","Middle Campanian","","83.5","70.6","11964","-110.872475","49.127655"
"461836","occ","","","45564","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Middle Campanian","","83.5","70.6","11964","-110.874527","49.127880"
"461837","occ","","","45564","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Middle Campanian","","83.5","70.6","11964","-110.874527","49.127880"
"461838","occ","","","45564","Nodosauridae indet.","family","38817","","Nodosauridae","family","38817","Middle Campanian","","83.5","70.6","11964","-110.874527","49.127880"
"461839","occ","","","45564","Ankylosauridae indet.","family","38831","","Ankylosauridae","family","38831","Middle Campanian","","83.5","70.6","11964","-110.874527","49.127880"
"461840","occ","","","45564","Pachycephalosauridae indet.","family","38783","","Pachycephalosauridae","family","38783","Middle Campanian","","83.5","70.6","11964","-110.874527","49.127880"
"461875","occ","","","45565","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Middle Campanian","","83.5","70.6","11964","-110.938988","49.098022"
"461876","occ","","","45565","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Middle Campanian","","83.5","70.6","11964","-110.938988","49.098022"
"461877","occ","","","45565","Ankylosauridae indet.","family","38831","","Ankylosauridae","family","38831","Middle Campanian","","83.5","70.6","11964","-110.938988","49.098022"
"461912","occ","","","45566","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Middle Campanian","","83.5","70.6","11964","-110.939667","49.100048"
