"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","lng","lat"
"388923","occ","","","28406","cf. Euronychodon sp.","genus","65027","nomen dubium","Troodontidae","family","54468","Late Campanian","","83.5","70.6","9559","-2.634513","42.664555"
"388974","occ","35656","","37200","n. gen. Cristatusaurus n. sp. lapparenti","species","65150","nomen dubium","Baryonychinae","subfamily","58892","Aptian","","125","113","13036","9.166667","16.466667"
"389057","occ","","","37184","Oviraptoridae indet.","family","38557","","Oviraptoridae","family","38557","Campanian","","83.6","72.1","5757","100.901947","43.664444"
"389058","occ","","","37184","Velociraptor mongoliensis","species","54554","","Velociraptor mongoliensis","species","54554","Campanian","","83.6","72.1","5757","100.901947","43.664444"
"389059","occ","","","37184","cf. Velociraptor sp.","genus","38564","","Velociraptor","genus","38564","Campanian","","83.6","72.1","5757","100.901947","43.664444"
"389060","occ","13155","","37184","n. gen. Shuvuuia n. sp. deserti","species","66044","","Shuvuuia deserti","species","66044","Campanian","","83.6","72.1","13618","100.901947","43.664444"
"389061","occ","21161","","37184","Gobipteryx minuta","species","57334","","Gobipteryx minuta","species","57334","Campanian","","83.6","72.1","28690","100.901947","43.664444"
"389084","occ","","","37209","Byronosaurus jaffei","species","57020","","Byronosaurus jaffei","species","57020","Campanian","","83.6","72.1","9962","100.901947","43.664444"
"389089","occ","","","37211","n. gen. Citipati n. sp. osmolskae","species","57024","","Citipati osmolskae","species","57024","Campanian","","83.6","72.1","9961","100.901947","43.664444"
"389121","occ","","","37212","n. gen. Khaan n. sp. mckennai","species","57026","","Khaan mckennai","species","57026","Campanian","","83.6","72.1","9961","100.901947","43.664444"
"389143","occ","","","37213","Khaan mckennai","species","57026","","Khaan mckennai","species","57026","Campanian","","83.6","72.1","9961","100.901947","43.664444"
"392711","occ","13285","","22689","Avisaurus n. sp. gloriae","species","66860","recombined as","Gettyia gloriae","species","66860","Late Santonian","Early Campanian","85.8","70.6","14100","-113.750000","48.633301"
"392712","occ","","F","22689","Richardoestesia sp.","genus","58873","","Richardoestesia","genus","58873","Late Santonian","Early Campanian","85.8","70.6","9812","-113.750000","48.633301"
"392713","occ","","","22689","Saurornitholestes sp.","genus","38567","","Saurornitholestes","genus","38567","Late Santonian","Early Campanian","85.8","70.6","9812","-113.750000","48.633301"
"392714","occ","","","22689","Dromaeosauridae indet.","family","38561","","Dromaeosauridae","family","38561","Late Santonian","Early Campanian","85.8","70.6","9812","-113.750000","48.633301"
"392715","occ","","","22689","Ornithomimidae indet.","family","38539","","Ornithomimidae","family","38539","Late Santonian","Early Campanian","85.8","70.6","9812","-113.750000","48.633301"
"393081","occ","34724","","37811","Albertosaurus n. sp. periculosus","species","65691","subjective synonym of","Tarbosaurus bataar","species","63705","Maastrichtian","","72.1","66","10082","130.449997","48.883331"
"393085","occ","17921","","37812","Magnosaurus n. sp. woodwardi","species","80688","subjective synonym of","Sarcosaurus woodi","species","57252","Late Hettangian","","201.3","196.5","29483","-1.750000","52.216702"
"393098","occ","","","22659","Aublysodon mirandus","species","54134","nomen dubium","Tyrannosauridae","family","38606","Late Campanian","","83.5","70.6","10086","-111.484657","50.750553"
"393101","occ","","","22659","Ornithomimidae indet.","family","38539","","Ornithomimidae","family","38539","Late Campanian","","83.5","70.6","10086","-111.484657","50.750553"
"393102","occ","","","22659","Dromaeosaurus albertensis","species","54550","","Dromaeosaurus albertensis","species","54550","Late Campanian","","83.5","70.6","10086","-111.484657","50.750553"
"393103","occ","","","22659","Saurornitholestes langstoni","species","54556","","Saurornitholestes langstoni","species","54556","Late Campanian","","83.5","70.6","10086","-111.484657","50.750553"
"393104","occ","","","22659","Troodon formosus","species","54818","","Troodon formosus","species","54818","Late Campanian","","83.5","70.6","10086","-111.484657","50.750553"
"395215","occ","","","38020","n. gen. Fukuiraptor n. sp. kitadaniensis","species","66357","","Fukuiraptor kitadaniensis","species","66357","Late Barremian","Aptian","130","113","10135","136.544724","36.121387"
"395222","occ","10624","","38022","n. gen. Bagaraatan n. sp. ostromi","species","57249","","Bagaraatan ostromi","species","57249","Maastrichtian","","72.1","66","9905","101.049721","43.520000"
"395224","occ","","","38023","Tarbosaurus bataar","species","57254","","Tarbosaurus bataar","species","63705","Maastrichtian","","72.1","66","9900","101.029724","43.518055"
"395225","occ","13846","","38024","Tarbosaurus bataar","species","57254","","Tarbosaurus bataar","species","63705","Maastrichtian","","72.1","66","15110","100.441391","43.581669"
"395227","occ","10566","","37010","Tarbosaurus sp.","genus","53224","","Tarbosaurus","genus","53224","Maastrichtian","","72.1","66","9900","101.052498","43.502499"
"395358","occ","19041","","38041","Abelisauridae indet.","family","53942","","Abelisauridae","family","53942","Maastrichtian","","72.1","66","24665","73.341942","23.057222"
"395360","occ","19043","","38041","Abelisauridae indet.","family","53942","","Abelisauridae","family","53942","Maastrichtian","","72.1","66","24665","73.341942","23.057222"
"395361","occ","19044","","38041","Abelisauridae indet.","family","53942","","Abelisauridae","family","53942","Maastrichtian","","72.1","66","24665","73.341942","23.057222"
"395362","occ","19045","","38041","Abelisauridae indet.","family","53942","","Abelisauridae","family","53942","Maastrichtian","","72.1","66","14199","73.341942","23.057222"
"396117","occ","","","38078","Hesperornithidae indet.","unranked clade","174015","","Hesperornithidae","unranked clade","39248","Maastrichtian","","72.1","66","10219","44.059200","48.625599"
"396125","occ","","","38078","Tyrannosaurus sp.","genus","38613","","Tyrannosaurus","genus","38613","Maastrichtian","","72.1","66","10219","44.059200","48.625599"
"396865","occ","18100","","38134","cf. Tarbosaurus sp.","genus","53224","","Tarbosaurus","genus","53224","Maastrichtian","","72.1","66","17707","130.859451","49.082779"
"396866","occ","18101","","38134","cf. Dromaeosaurus sp.","genus","38566","","Dromaeosaurus","genus","38566","Maastrichtian","","72.1","66","17707","130.859451","49.082779"
"398294","occ","","","13066","Anas rubripes","species","368431","","Anas rubripes","species","368430","Late Pleistocene","","0.126","0.0117","10275","-84.800003","34.200001"
"398295","occ","","","13066","Canachites canadensis","species","129741","recombined as","Falcipennis canadensis","species","129740","Late Pleistocene","","0.126","0.0117","10275","-84.800003","34.200001"
"398296","occ","","","13066","Meleagris gallopavo","species","110952","","Meleagris gallopavo","species","110952","Late Pleistocene","","0.126","0.0117","10275","-84.800003","34.200001"
"398297","occ","","","13066","Ectopistes migratorius","species","368079","","Ectopistes migratorius","species","83493","Late Pleistocene","","0.126","0.0117","10275","-84.800003","34.200001"
"401688","occ","17842","","38529","n. gen. Tyrannotitan n. sp. chubutensis","species","77208","","Tyrannotitan chubutensis","species","77208","Albian","","113","100.5","17101","-68.833336","-43.783333"
"401690","occ","27336","","38531","cf. Tyrannotitan sp.","genus","77207","","Tyrannotitan","genus","77207","Aptian","","125","113","41617","-68.583611","-43.842499"
"401693","occ","","","38533","Megalosaurus n. sp. inexpectatus","species","57095","nomen dubium","Carcharodontosauridae","family","65363","Late Albian","","105.3","99.6","10339","-68.291664","-43.403889"
"401695","occ","","","38534","n. gen. Timimus n. sp. hermani","species","57100","","Timimus hermani","species","57100","Late Aptian","Early Albian","122.46","109","10341","143.403885","-38.781387"
"401712","occ","26933","","38538","Megaraptora indet.","unranked clade","160851","","Megaraptora","unranked clade","160851","Late Aptian","","122.46","112.03","41617","145.670837","-38.674999"
"401722","occ","26882","","38540","Dromaeosauridae indet.","family","38561","","Dromaeosauridae","family","38561","Late Aptian","Early Albian","122.46","109","41603","143.581940","-38.835835"
"401745","occ","","","38539","n. gen. Rapator n. sp. ornitholestoides","species","67936","","Rapator ornitholestoides","species","67936","Early Cenomanian","","99.6","93.5","29483","147.983307","-29.433300"
"401751","occ","18008","","38544","Aublysodon n. sp. molnaris","species","57107","subjective synonym of","Tyrannosaurus rex","species","54833","Maastrichtian","","72.1","66","10350","-107.083000","47.536201"
"402862","occ","","","24883","Szechuanosaurus n. sp. zigongensis","species","143665","recombined as","Yangchuanosaurus zigongensis","species","143665","Oxfordian","","163.5","157.3","29517","104.852501","29.411388"
"402867","occ","","","24883","n. gen. Gasosaurus n. sp. constructus","species","52765","","Gasosaurus constructus","species","52765","Oxfordian","","163.5","157.3","7752","104.852501","29.411388"
"402869","occ","26939","","38656","cf. Megalosaurus sp.","genus","38583","","Megalosaurus","genus","38583","Early Kimmeridgian","","155.7","150.8","41617","-2.766700","50.716702"
"403020","occ","","F","38677","cf. Richardoestesia sp.","genus","58873","","Richardoestesia","genus","58873","Early Maastrichtian","","70.6","66","10378","0.900000","42.166672"
"403027","occ","18975","","38680","Allosaurus europaeus","species","94354","","Allosaurus europaeus","species","94354","Tithonian","","152.1","145","19890","-8.617000","39.849998"
"403030","occ","","","38682","Carcharodontosauridae indet.","family","65363","","Carcharodontosauridae","family","65363","Campanian","Maastrichtian","83.6","66","10388","31.145000","16.695000"
"403031","occ","18821","","38682","Ornithomimidae ? indet.","family","38539","","Ornithomimidae","family","38539","Campanian","Maastrichtian","83.6","66","10388","31.145000","16.695000"
"403032","occ","18822","","38682","Velociraptorinae indet.","subfamily","54553","","Velociraptorinae","subfamily","54553","Campanian","Maastrichtian","83.6","66","10388","31.145000","16.695000"
"403033","occ","","","38682","Dromaeosauridae indet.","family","38561","","Dromaeosauridae","family","38561","Campanian","Maastrichtian","83.6","66","10383","31.145000","16.695000"
"403130","occ","17995","","24563","Compsognathus sp.","genus","38538","","Compsognathus","genus","38538","Kimmeridgian","","157.3","152.1","10386","-8.800000","39.700001"
"403132","occ","","","24563","cf. Ceratosaurus sp.","genus","38600","","Ceratosaurus","genus","38600","Kimmeridgian","","157.3","152.1","10386","-8.800000","39.700001"
"403133","occ","","F","24563","cf. Richardoestesia sp.","genus","58873","","Richardoestesia","genus","58873","Kimmeridgian","","157.3","152.1","17410","-8.800000","39.700001"
"403134","occ","17997","","24563","Dromaeosauridae indet.","family","38561","","Dromaeosauridae","family","38561","Kimmeridgian","","157.3","152.1","10386","-8.800000","39.700001"
"403135","occ","","","24563","Velociraptorinae indet.","subfamily","54553","","Velociraptorinae","subfamily","54553","Kimmeridgian","","157.3","152.1","17410","-8.800000","39.700001"
"403136","occ","","","24563","Troodontidae indet.","family","54468","","Troodontidae","family","54468","Kimmeridgian","","157.3","152.1","17410","-8.800000","39.700001"
"403137","occ","13833","","24563","n. gen. Aviatyrannis n. sp. jurassica","species","68482","","Aviatyrannis jurassica","species","68482","Kimmeridgian","","157.3","152.1","15071","-8.800000","39.700001"
"403138","occ","13834","","24563","Aviatyrannis jurassica","species","68482","","Aviatyrannis jurassica","species","68482","Kimmeridgian","","157.3","152.1","15071","-8.800000","39.700001"
"403140","occ","","","24563","cf. Paronychodon sp.","genus","38565","","Paronychodon","genus","38565","Kimmeridgian","","157.3","152.1","19445","-8.800000","39.700001"
"403164","occ","","","38682","Carcharodontosauridae ? indet.","family","65363","","Carcharodontosauridae","family","65363","Campanian","Maastrichtian","83.6","66","19438","31.145000","16.695000"
"403400","occ","10595","","38695","n. gen. Deinocheirus n. sp. mirificus","species","57246","","Deinocheirus mirificus","species","57246","Maastrichtian","","72.1","66","63354","100.482780","43.566387"
"403412","occ","10596","","38696","Tarbosaurus sp.","genus","53224","","Tarbosaurus","genus","53224","Maastrichtian","","72.1","66","9900","100.483330","43.566666"
"403438","occ","32660","","38702","Tarbosaurus bataar","species","57254","","Tarbosaurus bataar","species","63705","Maastrichtian","","72.1","66","59835","100.456108","43.603058"
"403441","occ","13842","","38703","Tarbosaurus sp.","genus","53224","","Tarbosaurus","genus","53224","Maastrichtian","","72.1","66","9900","100.374809","43.441261"
"403444","occ","32654","","38704","n. gen. Gallimimus n. sp. bullatus","species","57265","","Gallimimus bullatus","species","57265","Maastrichtian","","72.1","66","9906","100.369415","43.439934"
"403513","occ","","","38719","Prophaethontidae indet.","family","39655","","Prophaethontidae","family","39655","Lutetian","","47.8","41.3","10411","4.563495","50.918949"
"404183","occ","","","38793","n. gen. Diogenornis n. sp. fragilis","species","246685","","Diogenornis fragilis","species","246685","Late Paleocene","Early Eocene","58.7","48.6","10425","-41.549999","-22.100000"
"404787","occ","10622","","37003","Gallimimus bullatus","species","57265","","Gallimimus bullatus","species","57265","Maastrichtian","","72.1","66","9906","101.044724","43.529167"
"404799","occ","26818","F","28243","Dendroolithidae indet.","family","67212","","Dendroolithidae","family","67212","Middle Campanian","Late Campanian","83.5","70.6","41004","99.829170","43.316387"
"404802","occ","32459","","13777","Conchoraptor gracilis","species","67259","","Conchoraptor gracilis","species","67259","Middle Campanian","Late Campanian","83.5","70.6","29707","99.750000","43.250000"
"404836","occ","32663","","37020","n. gen. Borogovia n. sp. gracilicrus","species","64791","","Borogovia gracilicrus","species","64791","Maastrichtian","","72.1","66","10141","100.456665","43.601665"
"405146","occ","","","38871","Allosaurus sp.","genus","38590","","Allosaurus","genus","38590","Kimmeridgian","","157.3","152.1","10492","-106.940559","35.320278"
"405149","occ","27909","I","38874","Megalosauripus sp.","genus","68292","","Megalosauripus","genus","68292","Late Callovian","Oxfordian","164.7","157.3","43968","-103.714203","36.464458"
"405200","occ","","","38883","Allosaurus sp.","genus","38590","","Allosaurus","genus","38590","Kimmeridgian","","157.3","152.1","10502","-107.400002","38.450001"
"405201","occ","12662","","38884","Allosaurus sp.","genus","38590","","Allosaurus","genus","38590","Kimmeridgian","","157.3","152.1","13281","-106.138054","41.980556"
"405213","occ","","IF","38886","Kayentapus sp.","genus","68970","","Kayentapus","genus","68970","Rhaetian","Hettangian","208.5","199.3","41099","-111.164169","35.931667"
"405214","occ","","I","38886","Grallator sp.","genus","64079","","Grallator","genus","64079","Rhaetian","Hettangian","208.5","199.3","41099","-111.164169","35.931667"
"405215","occ","","I","38886","Eubrontes sp.","genus","66094","","Eubrontes","genus","66094","Rhaetian","Hettangian","208.5","199.3","41099","-111.164169","35.931667"
"405216","occ","","IF","38886","Dilophosauripus sp.","genus","231458","","Dilophosauripus","genus","231458","Rhaetian","Hettangian","208.5","199.3","41099","-111.164169","35.931667"
"405217","occ","","IF","38886","Anchisauripus sp.","genus","64083","","Anchisauripus","genus","64083","Rhaetian","Hettangian","208.5","199.3","41099","-111.164169","35.931667"
"405220","occ","20949","I","38888","Grallator cursorius","species","64080","","Grallator cursorius","species","64080","Rhaetian","Hettangian","208.5","199.3","27985","-111.112221","35.863056"
"405221","occ","20948","I","38889","Grallator cursorius","species","64080","","Grallator cursorius","species","64080","Rhaetian","Hettangian","208.5","199.3","27985","-111.112221","35.863056"
"405245","occ","","IF","38894","n. gen. Aquatilavipes n. sp. swiboldae","species","57431","","Aquatilavipes swiboldae","species","57431","Aptian","","125","113","10514","-122.182503","55.968613"
"405526","occ","","","38951","Musophagidae indet.","family","39309","","Musophagidae","family","39309","Early Eocene","","55.8","48.6","10537","1.274000","51.846001"
"405996","occ","15678","","39075","Megalosaurus sp.","genus","38583","","Megalosaurus","genus","38583","Late Bathonian","","167.7","164.7","15587","-1.266670","51.866669"
"406872","occ","","","39160","n. gen. Camposaurus n. sp. arizonensis","species","66659","","Camposaurus arizonensis","species","66659","Norian","","228","208.5","13905","-109.462486","34.437420"
"407594","occ","","I","39211","Avipeda gaurlensis","species","316538","species not entered","Avipeda","genus","316538","Late Pliocene","","3.6","2.588","10585","55.900002","50.849998"
"407595","occ","","I","39211","Avipeda istchenkovi","species","316538","species not entered","Avipeda","genus","316538","Late Pliocene","","3.6","2.588","10585","55.900002","50.849998"
"407602","occ","","I","39213","Avipeda indet.","genus","316538","","Avipeda","genus","316538","Late Miocene","","11.608","5.333","10587","19.083332","47.466667"
"408068","occ","","","39253","n. gen. Coelurus n. sp. fragilis","species","52986","","Coelurus fragilis","species","52986","Kimmeridgian","Tithonian","157.3","145","7814","-105.963402","41.907700"
"408071","occ","","","39253","Allosaurus sp.","genus","38590","","Allosaurus","genus","38590","Kimmeridgian","Tithonian","157.3","145","10606","-105.963402","41.907700"
"408081","occ","","","28366","n. gen. Ceratosaurus n. sp. nasicornis","species","54165","","Ceratosaurus nasicornis","species","54165","Late Kimmeridgian","Early Tithonian","155.7","145","10606","-105.224701","38.539501"
"408087","occ","","","28366","n. gen. Allosaurus n. sp. fragilis","species","52962","","Allosaurus fragilis","species","52962","Late Kimmeridgian","Early Tithonian","155.7","145","10606","-105.224701","38.539501"
"408089","occ","","","28366","Coelurus agilis","species","57593","","Coelurus agilis","species","57593","Late Kimmeridgian","Early Tithonian","155.7","145","10606","-105.224701","38.539501"
"408401","occ","","","39253","Coelurus n. sp. agilis","species","57593","","Coelurus agilis","species","57593","Kimmeridgian","Tithonian","157.3","145","10618","-105.963402","41.907700"
"408494","occ","","","39321","Struthio sp.","genus","39278","","Struthio","genus","39278","Early Pleistocene","","2.588","0.781","10617","30.520555","39.776669"
"408734","occ","","","39337","Antrodemus sp.","genus","52904","subjective synonym of","Allosaurus","genus","38590","Kimmeridgian","Tithonian","157.3","145","10618","-106.079803","41.878601"
"408735","occ","","","39337","Camptonotus n. sp. amplus","species","52981","nomen dubium","Allosaurus","genus","38590","Kimmeridgian","Tithonian","157.3","145","7814","-106.079803","41.878601"
"408737","occ","","","39338","Antrodemus valens","species","64031","subjective synonym of","Allosaurus fragilis","species","52962","Kimmeridgian","Tithonian","157.3","145","10618","-106.079803","41.893101"
"408739","occ","","","39340","Allosaurus n. sp. lucaris","species","52969","subjective synonym of","Allosaurus fragilis","species","52962","Kimmeridgian","Tithonian","157.3","145","7813","-106.021599","41.893101"
"408750","occ","","","39342","Antrodemus valens","species","64031","subjective synonym of","Allosaurus fragilis","species","52962","Kimmeridgian","Tithonian","157.3","145","10618","-105.982803","41.907700"
"408762","occ","","","39347","Allosaurus sp.","genus","38590","","Allosaurus","genus","38590","Kimmeridgian","Tithonian","157.3","145","10618","-106.021599","41.893101"
"408763","occ","","","39347","""Coelurus"" ""fragilis""","species","52986","","Coelurus fragilis","species","52986","Kimmeridgian","Tithonian","157.3","145","10618","-106.021599","41.893101"
"408773","occ","","","12816","Coelurus fragilis","species","52986","","Coelurus fragilis","species","52986","Kimmeridgian","Tithonian","157.3","145","13451","-106.002220","41.893055"
"408774","occ","10702","","12816","Antrodemus valens","species","64031","subjective synonym of","Allosaurus fragilis","species","52962","Kimmeridgian","Tithonian","157.3","145","10608","-106.002220","41.893055"
"408853","occ","","","39370","Antrodemus sp.","genus","52904","subjective synonym of","Allosaurus","genus","38590","Kimmeridgian","Tithonian","157.3","145","10618","-106.107300","41.882500"
"408854","occ","","","39370","Coelurus sp.","genus","38528","","Coelurus","genus","38528","Kimmeridgian","Tithonian","157.3","145","17150","-106.107300","41.882500"
"408872","occ","","","39371","Allosaurus n. sp. ferox","species","67566","subjective synonym of","Allosaurus fragilis","species","52962","Kimmeridgian","Tithonian","157.3","145","14074","-106.002197","41.893101"
"408893","occ","15654","","39373","Allosaurus sp.","genus","38590","","Allosaurus","genus","38590","Kimmeridgian","Tithonian","157.3","145","15179","-105.963402","41.907700"
"408903","occ","15653","","39374","Allosaurus sp.","genus","38590","","Allosaurus","genus","38590","Kimmeridgian","Tithonian","157.3","145","15179","-105.963402","41.907700"
"408915","occ","","","13341","Allosaurus sp.","genus","38590","","Allosaurus","genus","38590","Kimmeridgian","Tithonian","157.3","145","10618","-105.187332","39.653423"
"408918","occ","","","39375","Allosaurus sp.","genus","38590","","Allosaurus","genus","38590","Kimmeridgian","Tithonian","157.3","145","10618","-105.192596","39.675598"
"408922","occ","","","39377","Allosaurus sp.","genus","38590","","Allosaurus","genus","38590","Kimmeridgian","Tithonian","157.3","145","10618","-105.224701","38.539501"
"409029","occ","","","39388","Hesperornis sp.","genus","36620","","Hesperornis","genus","36620","Early Campanian","","83.5","70.6","10631","-103.250000","44.000000"
"409288","occ","","","22701","n. gen. Rhynchaeites n. sp. messelensis","species","57667","","Rhynchaeites messelensis","species","57667","MP 11","","48.6","40.4","10646","8.733300","49.933300"
"409323","occ","13644","","11611","Allosaurus fragilis","species","52962","","Allosaurus fragilis","species","52962","Kimmeridgian","Tithonian","157.3","145","14826","-108.995796","39.238300"
"409326","occ","38770","","11611","Ceratosaurus nasicornis","species","54165","","Ceratosaurus nasicornis","species","54165","Kimmeridgian","Tithonian","157.3","145","78052","-108.995796","39.238300"
"410872","occ","","","39680","Dromaeosauridae indet.","family","38561","","Dromaeosauridae","family","38561","Aptian","","125","113","8702","87.957779","55.903332"
"411706","occ","","","39816","Gavia n. sp. paradoxa","species","429239","","Gavia paradoxa","species","429239","Late Miocene","","11.608","5.333","10786","30.616667","46.633331"
"411707","occ","","","39816","Falco n. sp. medius","species","430346","","Falco medius","species","430346","Late Miocene","","11.608","5.333","10786","30.616667","46.633331"
"411708","occ","","","39816","Picus n. sp. peregrinabundus","species","429941","","Picus peregrinabundus","species","429941","Late Miocene","","11.608","5.333","10786","30.616667","46.633331"
"411709","occ","","","39817","Bubo n. sp. longaevus","species","430252","recombined as","Asio longaevus","species","430252","Late Miocene","Pleistocene","11.608","0.0117","10787","30.616667","46.633331"
"411904","occ","","","39295","n. gen. Telmabates n. sp. antiquus","species","57764","","Telmabates antiquus","species","57764","Casamayoran","","55.8","48","10799","-67.716667","-45.400002"
"417593","occ","","","40500","Francolinus sp.","genus","173506","","Francolinus","genus","173506","Early Pleistocene","","2.588","0.781","10917","13.848056","44.868332"
"417594","occ","","","40500","Columba sp.","genus","39354","","Columba","genus","39354","Early Pleistocene","","2.588","0.781","10917","13.848056","44.868332"
"417595","occ","","","40500","Turdus sp.","genus","83491","","Turdus","genus","83491","Early Pleistocene","","2.588","0.781","10917","13.848056","44.868332"
"418937","occ","","","40687","Struthio asiaticus","species","223880","","Struthio asiaticus","species","223880","Pleistocene","","2.588","0.0117","10958","53.500000","39.000000"
"418970","occ","","","40695","Francolinus sp.","genus","173506","","Francolinus","genus","173506","Middle Pleistocene","","0.781","0.126","10958","53.426945","39.459999"
"418971","occ","","","40695","Anas sp.","genus","67686","","Anas","genus","67686","Middle Pleistocene","","0.781","0.126","10958","53.426945","39.459999"
"418972","occ","","","40695","Anser sp.","genus","83424","","Anser","genus","83424","Middle Pleistocene","","0.781","0.126","10958","53.426945","39.459999"
"418990","occ","","","39409","Cygnus sp.","genus","83418","","Cygnus","genus","83418","Pliocene","","5.333","2.588","10960","39.713890","47.236389"
"418991","occ","","","39409","Struthio sp.","genus","39278","","Struthio","genus","39278","Pliocene","","5.333","2.588","10960","39.713890","47.236389"
"422077","occ","","","41026","Mergus sp.","genus","39627","","Mergus","genus","39627","Villanyian","","3.2","2.588","11054","19.763056","48.299999"
"423923","occ","","","11798","Anas sp.","genus","67686","","Anas","genus","67686","Tortonian","","11.62","7.246","73262","102.066666","25.016666"
"423924","occ","","","11798","Aythya n. sp. shihuibas","species","424128","","Aythya shihuibas","species","424128","Tortonian","","11.62","7.246","73262","102.066666","25.016666"
"423925","occ","","","11798","Bambusicola sp.","genus","424129","","Bambusicola","genus","424129","Tortonian","","11.62","7.246","73262","102.066666","25.016666"
"423926","occ","","","11798","n. gen. Diangallus n. sp. mious","species","424132","species not entered","Diangallus","genus","424132","Tortonian","","11.62","7.246","73262","102.066666","25.016666"
"423927","occ","","","11798","Phasianus n. sp. lufengia","species","424134","","Phasianus lufengia","species","424134","Tortonian","","11.62","7.246","73262","102.066666","25.016666"
"423928","occ","","","11798","n. gen. Yunnanus n. sp. gaoyuansis","species","424136","","Yunnanus gaoyuansis","species","424136","Tortonian","","11.62","7.246","73262","102.066666","25.016666"
"427952","occ","","","41735","Struthio sp.","genus","39278","","Struthio","genus","39278","Vallesian","","11.608","8.7","11166","44.633331","34.483334"
"429031","occ","","","41888","Presbyornithidae ? indet.","family","39621","","Presbyornithidae","family","39621","Lutetian","","47.8","41.3","10858","-1.200500","50.796001"
"429032","occ","","","41888","Phasianidae indet.","family","39340","","Phasianidae","family","39340","Lutetian","","47.8","41.3","10858","-1.200500","50.796001"
"429033","occ","","","41888","Psittacidae ? indet.","family","39358","","Psittacidae","family","39358","Lutetian","","47.8","41.3","10858","-1.200500","50.796001"
"430554","occ","","","41989","Milvoides kempi","species","58255","","Milvoides kempi","species","58255","Lutetian","","47.8","41.3","11062","-1.211500","50.804001"
"430581","occ","","","41992","Milvoides kempi","species","58255","","Milvoides kempi","species","58255","Lutetian","","47.8","41.3","11062","-1.211500","50.804001"
"430582","occ","","","41992","Percolinus proudlocki","species","430025","recombined as","Talantatos proudlocki","species","430025","Lutetian","","47.8","41.3","11062","-1.211500","50.804001"
"430583","occ","","","41992","Parvirallus gracilis","species","58259","","Parvirallus gracilis","species","58259","Lutetian","","47.8","41.3","11062","-1.211500","50.804001"
"430584","occ","","","41992","Latipons gardneri","species","58261","","Latipons gardneri","species","58261","Lutetian","","47.8","41.3","11062","-1.211500","50.804001"
"430585","occ","","","41992","Latipons robinsoni","species","429991","","Latipons robinsoni","species","429991","Lutetian","","47.8","41.3","11062","-1.211500","50.804001"
"434415","occ","","","42444","n. gen. Milvoides n. sp. kempi","species","58255","","Milvoides kempi","species","58255","Bartonian","","41.3","38","11292","-1.133333","50.799999"
"434416","occ","","","42444","Percolinus n. sp. proudlocki","species","430025","recombined as","Talantatos proudlocki","species","430025","Bartonian","","41.3","38","11292","-1.133333","50.799999"
"434417","occ","","","42444","n. gen. Parvirallus n. sp. gracilis","species","58259","","Parvirallus gracilis","species","58259","Bartonian","","41.3","38","11292","-1.133333","50.799999"
"434471","occ","","","42451","Milvoides kempi","species","58255","","Milvoides kempi","species","58255","Bartonian","","41.3","38","11292","-1.200000","50.799999"
"434472","occ","","","42451","Percolinus proudlocki","species","430025","recombined as","Talantatos proudlocki","species","430025","Bartonian","","41.3","38","11292","-1.200000","50.799999"
"434473","occ","","","42451","n. gen. Latipons n. sp. gardneri","species","58261","","Latipons gardneri","species","58261","Bartonian","","41.3","38","11292","-1.200000","50.799999"
"434474","occ","","","42451","Latipons n. sp. robinsoni","species","429991","","Latipons robinsoni","species","429991","Bartonian","","41.3","38","11292","-1.200000","50.799999"
"434475","occ","","","42451","Latipons robinsoni","species","429991","","Latipons robinsoni","species","429991","Bartonian","","41.3","38","11292","-1.200000","50.799999"
"434476","occ","","","42452","n. gen. Litoripes n. sp. medius","species","58257","","Litoripes medius","species","58257","Lutetian","","47.8","41.3","11292","-0.830000","51.337002"
"439021","occ","","","42866","Struthio sp.","genus","39278","","Struthio","genus","39278","Middle Pleistocene","","0.781","0.126","11378","-8.874444","31.869167"
"439185","occ","","","42867","Somateria sp.","genus","83443","","Somateria","genus","83443","Early Pleistocene","","2.588","0.781","11380","12.250000","43.000000"
"442246","occ","","","41810","Sinanas diatomas","species","367785","","Sinanas diatomas","species","367785","Astaracian","","15.97","11.608","11442","118.539719","36.515556"
"442248","occ","","","41810","Youngornis gracilis","species","39538","species not entered","Youngornis","genus","39538","Astaracian","","15.97","11.608","11442","118.539719","36.515556"
"442277","occ","","","41813","Accipitrinae indet.","subfamily","99071","","Accipitrinae","subfamily","99071","Burdigalian","","20.44","15.97","11443","118.199997","33.450001"
"442319","occ","","","43400","Aquila sp.","genus","94488","","Aquila","genus","94488","Burdigalian","","20.44","15.97","11443","118.199997","33.450001"
"442320","occ","","","43400","Gypaetinae indet.","subfamily","99072","","Gypaetinae","subfamily","99072","Burdigalian","","20.44","15.97","11443","118.199997","33.450001"
"442321","occ","","","43400","Perdicinae indet.","subfamily","98837","invalid subgroup of","Phasianidae","family","39340","Burdigalian","","20.44","15.97","11443","118.199997","33.450001"
"442322","occ","","","43400","Phasianidae indet.","family","39340","","Phasianidae","family","39340","Burdigalian","","20.44","15.97","11443","118.199997","33.450001"
"443394","occ","","","43664","Anas boschas","species","369025","subjective synonym of","Anas platyrhynchos","species","83434","Middle Pleistocene","","0.781","0.126","11465","11.100000","46.016666"
